ano_campeonato,data,gols_mandante,gols_visitante,publico,publico_max,time_mandante,time_visitante
2012,2012-05-27,1,0,18277,,Grêmio,Palmeiras
2012,2012-07-01,0,1,34550,,Grêmio,Atlético-MG
2012,2012-07-18,3,1,15179,,Grêmio,Sport Recife
2012,2012-07-25,1,0,27405,,Grêmio,Fluminense
2012,2012-08-15,1,2,15798,,Grêmio,Portuguesa
2012,2012-09-13,2,0,17932,,Grêmio,Náutico
2012,2012-10-06,2,1,27843,,Grêmio,Cruzeiro
2012,2012-10-14,1,1,27529,,Grêmio,Botafogo
2012,2012-10-20,0,0,20676,,Grêmio,Coritiba FC
2012,2012-11-03,1,0,21833,,Grêmio,Ponte Preta
2012,2012-11-11,2,1,40217,,Grêmio,São Paulo
2012,2012-12-02,0,0,43104,45000,Grêmio,Internacional
2012,2012-05-20,4,2,7008,,Botafogo,São Paulo
2012,2012-07-15,1,1,17122,,Botafogo,Fluminense
2012,2012-07-22,0,1,34621,,Botafogo,Grêmio
2012,2012-07-28,1,0,5095,,Botafogo,Figueirense FC
2012,2012-08-08,1,2,5053,,Botafogo,Palmeiras
2012,2012-08-15,2,0,4094,,Botafogo,Sport Recife
2012,2012-08-26,0,0,19471,,Botafogo,Flamengo
2012,2012-09-13,1,1,11175,,Botafogo,Internacional
2012,2012-10-10,0,2,4634,,Botafogo,Santos FC
2012,2012-05-20,0,0,3952,,Cruzeiro,Atlético-GO
2012,2012-06-10,1,0,4574,,Cruzeiro,Sport Recife
2012,2012-06-16,1,0,17883,,Cruzeiro,Figueirense FC
2012,2012-07-15,1,3,15523,,Cruzeiro,Grêmio
2012,2012-09-02,3,0,11673,,Cruzeiro,Náutico
2012,2012-09-29,0,0,7395,,Cruzeiro,Internacional
2012,2012-11-03,0,4,16331,,Cruzeiro,Santos FC
2012,2012-11-11,3,1,7772,,Cruzeiro,EC Bahia
2012,2012-05-20,0,0,8908,,EC Bahia,Santos FC
2012,2012-06-10,1,2,17908,,EC Bahia,Vasco da Gama
2012,2012-07-29,0,0,24648,,EC Bahia,Corinthians
2012,2012-08-08,0,0,8166,,EC Bahia,Portuguesa
2012,2012-08-11,0,1,8946,,EC Bahia,Cruzeiro
2012,2012-09-02,1,0,25945,,EC Bahia,São Paulo
2012,2012-09-05,0,0,19629,,EC Bahia,Atlético-MG
2012,2012-09-16,2,1,22041,,EC Bahia,Figueirense FC
2012,2012-10-10,0,2,21993,,EC Bahia,Fluminense
2012,2012-10-17,0,1,18459,,EC Bahia,Palmeiras
2012,2012-11-18,1,0,24004,,EC Bahia,Ponte Preta
2012,2012-11-25,1,1,32157,,EC Bahia,Náutico
2012,2012-06-17,1,0,17373,,Flamengo,Santos FC
2012,2012-07-18,0,3,14897,,Flamengo,Corinthians
2012,2012-07-26,0,0,8184,,Flamengo,Portuguesa
2012,2012-09-05,0,1,4087,,Flamengo,Ponte Preta
2012,2012-09-16,1,1,15625,,Flamengo,Grêmio
2012,2012-09-30,0,1,30844,,Flamengo,Fluminense
2012,2012-10-04,0,0,30209,,Flamengo,EC Bahia
2012,2012-10-21,1,0,21631,,Flamengo,São Paulo
2012,2012-11-03,1,0,6776,,Flamengo,Figueirense FC
2012,2012-11-18,1,1,10623,,Flamengo,Palmeiras
2012,2012-05-26,0,0,12531,,Náutico,Cruzeiro
2012,2012-06-17,1,0,14006,19800,Náutico,Grêmio
2012,2012-06-30,0,2,14501,19800,Náutico,Fluminense
2012,2012-08-05,3,0,12266,,Náutico,Santos FC
2012,2012-08-18,1,0,14358,,Náutico,EC Bahia
2012,2012-08-29,3,2,12262,,Náutico,Figueirense FC
2012,2012-09-16,1,0,15013,19800,Náutico,Atlético-MG
2012,2012-10-21,0,0,13199,,Náutico,Portuguesa
2012,2012-11-11,0,1,19252,19800,Náutico,Flamengo
2012,2012-12-02,1,0,20100,,Náutico,Sport Recife
2012,2012-06-09,0,1,7268,,Palmeiras,Atlético-MG
2012,2012-06-17,1,1,6651,,Palmeiras,Vasco da Gama
2012,2012-07-15,1,1,8374,,Palmeiras,São Paulo
2012,2012-07-26,0,2,7515,,Palmeiras,EC Bahia
2012,2012-08-04,0,1,8387,,Palmeiras,Internacional
2012,2012-09-01,0,0,11586,,Palmeiras,Grêmio
2012,2012-09-06,3,1,29409,,Palmeiras,Sport Recife
2012,2012-09-16,0,2,24692,43600,Palmeiras,Corinthians
2012,2012-10-11,0,1,10655,,Palmeiras,Coritiba FC
2012,2012-10-20,2,0,9873,,Palmeiras,Cruzeiro
2012,2012-11-11,2,3,8461,,Palmeiras,Fluminense
2012,2012-05-27,0,0,5294,,Santos FC,Sport Recife
2012,2012-07-18,0,0,7069,,Santos FC,Botafogo
2012,2012-08-11,2,2,9432,,Santos FC,Atlético-GO
2012,2012-09-09,0,0,6379,20120,Santos FC,São Paulo
2012,2012-09-12,2,0,8015,,Santos FC,Flamengo
2012,2012-09-22,1,3,15774,,Santos FC,Portuguesa
2012,2012-10-25,0,0,6256,,Santos FC,Náutico
2012,2012-06-10,0,0,5728,,Fluminense,Internacional
2012,2012-07-19,4,0,7413,,Fluminense,EC Bahia
2012,2012-07-29,0,0,19761,,Fluminense,Atlético-MG
2012,2012-08-12,1,0,8536,,Fluminense,Palmeiras
2012,2012-08-18,1,0,7096,82238,Fluminense,Sport Recife
2012,2012-08-29,1,1,9062,,Fluminense,Corinthians
2012,2012-09-15,1,2,8269,,Fluminense,Atlético-GO
2012,2012-10-06,1,0,21685,,Fluminense,Botafogo
2012,2012-10-14,2,1,19064,,Fluminense,Ponte Preta
2012,2012-10-17,2,2,35217,,Fluminense,Grêmio
2012,2012-11-18,0,2,35167,,Fluminense,Cruzeiro
2012,2012-12-02,1,2,8779,,Fluminense,Vasco da Gama
2012,2012-05-26,0,1,4638,21004,Portuguesa,Vasco da Gama
2012,2012-06-10,2,0,1407,,Portuguesa,Atlético-GO
2012,2012-06-23,1,0,4544,,Portuguesa,São Paulo
2012,2012-07-01,0,0,8379,,Portuguesa,Santos FC
2012,2012-07-18,0,2,2409,,Portuguesa,Cruzeiro
2012,2012-08-04,2,0,1600,,Portuguesa,Figueirense FC
2012,2012-08-19,1,1,4365,,Portuguesa,Internacional
2012,2012-08-29,3,0,7531,,Portuguesa,Palmeiras
2012,2012-09-12,0,2,3613,,Portuguesa,Fluminense
2012,2012-09-29,1,1,5971,,Portuguesa,Atlético-MG
2012,2012-10-17,0,0,5892,,Portuguesa,Flamengo
2012,2012-11-04,0,1,4340,,Portuguesa,EC Bahia
2012,2012-11-18,2,2,3993,,Portuguesa,Grêmio
2012,2012-12-02,0,0,5739,,Portuguesa,Ponte Preta
2012,2012-05-27,1,0,10305,,São Paulo,EC Bahia
2012,2012-07-18,0,1,10428,,São Paulo,Vasco da Gama
2012,2012-08-05,1,0,23492,,São Paulo,Sport Recife
2012,2012-09-23,1,0,40457,,São Paulo,Cruzeiro
2012,2012-11-04,1,1,54118,,São Paulo,Fluminense
2012,2012-11-18,2,1,62207,67428,São Paulo,Náutico
2012,2012-05-20,0,1,14791,37730,Corinthians,Fluminense
2012,2012-07-11,1,3,25900,,Corinthians,Botafogo
2012,2012-07-21,1,1,31106,37730,Corinthians,Portuguesa
2012,2012-08-08,1,1,24372,,Corinthians,Atlético-GO
2012,2012-08-16,1,0,27282,,Corinthians,Internacional
2012,2012-09-02,1,0,33375,,Corinthians,Atlético-MG
2012,2012-09-12,1,1,19844,,Corinthians,Ponte Preta
2012,2012-09-30,3,0,25277,,Corinthians,Sport Recife
2012,2012-10-10,3,2,25395,37730,Corinthians,Flamengo
2012,2012-10-27,1,0,24376,,Corinthians,Vasco da Gama
2012,2012-11-24,1,1,34171,,Corinthians,Santos FC
2012,2012-07-19,1,1,11998,,Coritiba FC,Palmeiras
2012,2012-07-28,2,1,17619,,Coritiba FC,Grêmio
2012,2012-08-05,0,2,16523,,Coritiba FC,Fluminense
2012,2012-08-29,1,0,12200,,Coritiba FC,Internacional
2012,2012-09-30,1,1,15061,,Coritiba FC,São Paulo
2012,2012-05-20,0,1,4911,19728,Ponte Preta,Atlético-MG
2012,2012-07-22,1,2,5890,,Ponte Preta,Fluminense
2012,2012-08-09,0,0,9010,,Ponte Preta,Grêmio
2012,2012-08-15,0,2,4259,,Ponte Preta,EC Bahia
2012,2012-09-02,3,1,4762,,Ponte Preta,Atlético-GO
2012,2012-09-16,0,0,5922,,Ponte Preta,Botafogo
2012,2012-09-23,0,0,7161,,Ponte Preta,Vasco da Gama
2012,2012-10-10,2,1,6956,,Ponte Preta,Náutico
2012,2012-11-25,0,0,9471,,Ponte Preta,São Paulo
2012,2012-06-06,0,1,2965,,Atlético-GO,Grêmio
2012,2012-07-07,0,1,2048,,Atlético-GO,Náutico
2012,2012-08-29,0,2,2675,,Atlético-GO,Cruzeiro
2012,2012-10-06,0,1,13212,,Atlético-GO,Vasco da Gama
2012,2012-10-13,3,1,1476,,Atlético-GO,Internacional
2012,2012-10-21,0,1,449,,Atlético-GO,Sport Recife
2012,2012-11-04,0,2,8931,30000,Atlético-GO,Corinthians
2012,2012-11-10,2,1,7276,20000,Atlético-GO,Santos FC
2012,2012-12-02,0,1,2358,,Atlético-GO,EC Bahia
2012,2012-05-27,1,0,14740,,Atlético-MG,Corinthians
2012,2012-06-06,1,1,16580,,Atlético-MG,EC Bahia
2012,2012-08-09,1,0,19288,,Atlético-MG,Coritiba FC
2012,2012-08-12,1,0,19650,,Atlético-MG,Vasco da Gama
2012,2012-09-09,3,0,18033,,Atlético-MG,Palmeiras
2012,2012-09-12,1,0,18025,,Atlético-MG,São Paulo
2012,2012-09-23,0,0,19668,,Atlético-MG,Grêmio
2012,2012-10-14,2,1,14265,,Atlético-MG,Sport Recife
2012,2012-10-21,3,2,20096,,Atlético-MG,Fluminense
2012,2012-10-31,1,1,19945,57483,Atlético-MG,Flamengo
2012,2012-05-19,1,1,26699,,Sport Recife,Flamengo
2012,2012-06-24,0,2,13531,,Sport Recife,Internacional
2012,2012-07-08,1,1,20976,,Sport Recife,Corinthians
2012,2012-07-29,0,0,12860,,Sport Recife,Atlético-GO
2012,2012-08-08,0,2,13786,,Sport Recife,Vasco da Gama
2012,2012-08-11,0,1,11258,,Sport Recife,Figueirense FC
2012,2012-08-26,0,0,17066,,Sport Recife,Náutico
2012,2012-09-23,1,0,15258,,Sport Recife,Coritiba FC
2012,2012-10-11,1,3,11210,,Sport Recife,Grêmio
2012,2012-11-18,2,0,22951,,Sport Recife,Botafogo
2012,2012-07-15,0,0,11791,,Internacional,Santos FC
2012,2012-07-28,0,0,15462,,Internacional,Vasco da Gama
2012,2012-08-08,0,0,9716,,Internacional,Náutico
2012,2012-08-12,2,1,9274,,Internacional,Ponte Preta
2012,2012-08-26,0,1,8844,,Internacional,Grêmio
2012,2012-09-09,0,1,6060,,Internacional,Fluminense
2012,2012-09-16,2,2,5448,,Internacional,Sport Recife
2012,2012-10-10,3,0,3372,,Internacional,Atlético-MG
2012,2012-11-18,0,2,6950,,Internacional,Corinthians
2012,2012-11-25,0,2,5216,56000,Internacional,Portuguesa
2012,2012-06-23,1,3,18337,,Vasco da Gama,Cruzeiro
2012,2012-07-25,1,0,21812,,Vasco da Gama,Botafogo
2012,2012-08-05,0,0,19418,,Vasco da Gama,Corinthians
2012,2012-08-16,2,2,7432,,Vasco da Gama,Coritiba FC
2012,2012-08-25,1,2,13533,,Vasco da Gama,Fluminense
2012,2012-09-09,0,4,7802,,Vasco da Gama,EC Bahia
2012,2012-10-10,0,2,11182,,Vasco da Gama,São Paulo
2012,2012-11-04,0,3,6569,,Vasco da Gama,Sport Recife
2012,2012-11-11,1,1,7036,,Vasco da Gama,Atlético-MG
2012,2012-05-19,2,1,5185,19908,Figueirense FC,Náutico
2012,2012-06-10,0,0,5901,,Figueirense FC,Ponte Preta
2012,2012-06-24,1,1,7728,,Figueirense FC,EC Bahia
2012,2012-07-08,1,1,15086,19908,Figueirense FC,Vasco da Gama
2012,2012-07-22,0,2,9445,,Figueirense FC,São Paulo
2012,2012-07-25,0,1,8944,,Figueirense FC,Internacional
2012,2012-08-08,0,2,11307,,Figueirense FC,Flamengo
2012,2012-08-16,1,3,10993,,Figueirense FC,Santos FC
2012,2012-09-01,2,2,8943,,Figueirense FC,Fluminense
2012,2012-09-05,1,0,11142,19908,Figueirense FC,Corinthians
2012,2012-09-22,1,3,10724,,Figueirense FC,Palmeiras
2012,2012-10-24,0,2,8117,,Figueirense FC,Botafogo
2012,2012-10-27,0,0,2883,19908,Figueirense FC,Portuguesa
2012,2012-11-11,1,1,2869,19908,Figueirense FC,Sport Recife
2012,2012-11-25,2,4,7756,19908,Figueirense FC,Grêmio
2012,2012-06-24,2,0,14878,,Grêmio,Flamengo
2012,2012-08-05,3,1,23268,,Grêmio,EC Bahia
2012,2012-08-29,2,0,21758,,Grêmio,Vasco da Gama
2012,2012-09-30,1,1,38212,,Grêmio,Santos FC
2012,2012-06-07,2,3,6900,,Botafogo,Cruzeiro
2012,2012-06-24,1,2,6731,,Botafogo,Ponte Preta
2012,2012-09-23,2,2,16990,,Botafogo,Corinthians
2012,2012-10-18,3,2,7525,,Botafogo,Vasco da Gama
2012,2012-11-10,3,0,5794,,Botafogo,Portuguesa
2012,2012-06-30,2,3,17695,57483,Cruzeiro,São Paulo
2012,2012-07-22,1,0,16277,,Cruzeiro,Flamengo
2012,2012-07-29,2,1,11512,,Cruzeiro,Palmeiras
2012,2012-08-05,1,2,15103,,Cruzeiro,Ponte Preta
2012,2012-08-15,1,1,13551,,Cruzeiro,Fluminense
2012,2012-08-26,2,2,17901,,Cruzeiro,Atlético-MG
2012,2012-09-05,1,3,13957,,Cruzeiro,Botafogo
2012,2012-09-16,1,1,9753,,Cruzeiro,Vasco da Gama
2012,2012-10-10,2,0,2344,,Cruzeiro,Portuguesa
2012,2012-10-17,2,0,7223,,Cruzeiro,Corinthians
2012,2012-11-25,2,1,11448,,Cruzeiro,Coritiba FC
2012,2012-06-17,2,1,11031,,EC Bahia,Sport Recife
2012,2012-07-01,1,1,13447,,EC Bahia,Internacional
2012,2012-07-15,1,2,29206,,EC Bahia,Flamengo
2012,2012-07-22,2,2,8380,,EC Bahia,Coritiba FC
2012,2012-08-26,1,1,10901,,EC Bahia,Atlético-GO
2012,2012-09-30,2,0,22708,,EC Bahia,Botafogo
2012,2012-10-27,1,1,32157,,EC Bahia,Grêmio
2012,2012-07-01,3,2,6645,,Flamengo,Atlético-GO
2012,2012-09-26,2,1,39060,,Flamengo,Atlético-MG
2012,2012-08-19,1,0,19469,,Flamengo,Vasco da Gama
2012,2012-08-30,1,1,8142,,Flamengo,Sport Recife
2012,2012-10-13,1,1,20833,,Flamengo,Cruzeiro
2012,2012-12-01,2,2,9380,78838,Flamengo,Botafogo
2012,2012-07-18,3,0,12605,,Náutico,Ponte Preta
2012,2012-09-05,1,1,13041,,Náutico,Vasco da Gama
2012,2012-10-06,2,1,19005,19800,Náutico,Corinthians
2012,2012-10-14,1,0,15096,,Náutico,Palmeiras
2012,2012-05-19,1,1,8939,,Palmeiras,Portuguesa
2012,2012-07-01,3,1,2580,,Palmeiras,Figueirense FC
2012,2012-08-15,1,0,7500,,Palmeiras,Flamengo
2012,2012-08-25,1,2,21171,,Palmeiras,Santos FC
2012,2012-11-04,2,2,13228,,Palmeiras,Botafogo
2012,2012-11-25,1,2,4244,,Palmeiras,Atlético-GO
2012,2012-06-06,1,1,4080,20120,Santos FC,Fluminense
2012,2012-06-24,2,2,5120,,Santos FC,Coritiba FC
2012,2012-07-29,2,1,4261,,Santos FC,Ponte Preta
2012,2012-08-19,3,2,12413,,Santos FC,Corinthians
2012,2012-08-29,1,3,8612,,Santos FC,EC Bahia
2012,2012-10-06,1,1,9965,,Santos FC,Internacional
2012,2012-10-14,2,0,6555,,Santos FC,Vasco da Gama
2012,2012-11-17,2,0,10013,20120,Santos FC,Figueirense FC
2012,2012-05-27,2,2,5594,,Fluminense,Figueirense FC
2012,2012-06-16,4,1,4564,,Fluminense,Portuguesa
2012,2012-07-08,1,0,38862,,Fluminense,Flamengo
2012,2012-08-09,2,1,5799,,Fluminense,São Paulo
2012,2012-10-25,2,1,33975,,Fluminense,Coritiba FC
2012,2012-07-29,3,1,1910,,Portuguesa,Náutico
2012,2012-08-12,1,1,3108,,Portuguesa,Botafogo
2012,2012-09-05,3,0,1600,,Portuguesa,Coritiba FC
2012,2012-10-04,5,1,2054,,Portuguesa,Sport Recife
2012,2012-10-13,1,1,7397,21004,Portuguesa,Corinthians
2012,2012-06-10,1,0,6505,,São Paulo,Santos FC
2012,2012-06-17,1,0,11656,,São Paulo,Atlético-MG
2012,2012-08-12,1,2,15386,,São Paulo,Grêmio
2012,2012-08-30,4,0,15576,,São Paulo,Botafogo
2012,2012-09-05,1,1,14171,,São Paulo,Internacional
2012,2012-09-15,3,1,18957,,São Paulo,Portuguesa
2012,2012-06-07,1,1,21912,,Corinthians,Figueirense FC
2012,2012-06-24,2,1,17519,,Corinthians,Palmeiras
2012,2012-07-14,2,1,23198,,Corinthians,Náutico
2012,2012-07-25,2,0,28759,,Corinthians,Cruzeiro
2012,2012-08-26,1,2,34843,,Corinthians,São Paulo
2012,2012-10-20,1,1,20250,,Corinthians,EC Bahia
2012,2012-05-27,2,3,14369,37182,Coritiba FC,Botafogo
2012,2012-06-17,3,0,8704,,Coritiba FC,Atlético-GO
2012,2012-08-12,1,2,16139,,Coritiba FC,Corinthians
2012,2012-09-08,3,0,12033,,Coritiba FC,Flamengo
2012,2012-09-16,1,2,20274,,Coritiba FC,Santos FC
2012,2012-10-04,1,0,10141,,Coritiba FC,Ponte Preta
2012,2012-10-14,2,1,11148,,Coritiba FC,EC Bahia
2012,2012-11-04,1,0,16195,,Coritiba FC,Atlético-MG
2012,2012-11-17,1,2,8818,,Coritiba FC,Vasco da Gama
2012,2012-12-02,3,0,3770,37182,Coritiba FC,Figueirense FC
2012,2012-06-06,2,2,5365,,Ponte Preta,Flamengo
2012,2012-06-17,1,0,6316,,Ponte Preta,Corinthians
2012,2012-07-08,1,0,5271,,Ponte Preta,Palmeiras
2012,2012-07-14,4,1,2857,,Ponte Preta,Coritiba FC
2012,2012-07-25,1,1,4117,,Ponte Preta,Sport Recife
2012,2012-08-25,2,1,3376,,Ponte Preta,Portuguesa
2012,2012-09-08,2,2,4541,,Ponte Preta,Figueirense FC
2012,2012-10-21,1,0,13468,,Ponte Preta,Santos FC
2012,2012-10-25,1,0,6480,,Ponte Preta,Cruzeiro
2012,2012-11-11,1,0,8485,,Ponte Preta,Internacional
2012,2012-05-26,1,1,1703,,Atlético-GO,Ponte Preta
2012,2012-06-24,1,4,5240,,Atlético-GO,Fluminense
2012,2012-07-19,3,2,1112,,Atlético-GO,Figueirense FC
2012,2012-08-04,1,2,7309,50049,Atlético-GO,Botafogo
2012,2012-08-15,1,1,7729,,Atlético-GO,Atlético-MG
2012,2012-08-19,2,1,9955,,Atlético-GO,Palmeiras
2012,2012-09-09,1,1,891,,Atlético-GO,Portuguesa
2012,2012-09-12,1,2,697,,Atlético-GO,Coritiba FC
2012,2012-09-23,1,2,23887,,Atlético-GO,Flamengo
2012,2012-07-08,2,0,18875,,Atlético-MG,Portuguesa
2012,2012-07-18,3,1,19181,,Atlético-MG,Internacional
2012,2012-07-26,2,0,20418,57483,Atlético-MG,Santos FC
2012,2012-08-19,3,2,19903,,Atlético-MG,Botafogo
2012,2012-08-29,2,2,18644,,Atlético-MG,Ponte Preta
2012,2012-11-18,2,2,15342,,Atlético-MG,Atlético-GO
2012,2012-12-02,3,2,21232,,Atlético-MG,Cruzeiro
2012,2012-06-06,2,1,19096,,Sport Recife,Palmeiras
2012,2012-07-15,2,1,15770,,Sport Recife,Portuguesa
2012,2012-07-21,1,4,16230,,Sport Recife,Atlético-MG
2012,2012-09-09,2,1,12165,,Sport Recife,Cruzeiro
2012,2012-09-12,1,1,17107,,Sport Recife,EC Bahia
2012,2012-10-27,2,4,29590,,Sport Recife,São Paulo
2012,2012-11-25,1,1,32408,,Sport Recife,Fluminense
2012,2012-06-06,1,0,12348,,Internacional,São Paulo
2012,2012-06-16,1,2,12419,,Internacional,Botafogo
2012,2012-07-22,4,1,10021,,Internacional,Atlético-GO
2012,2012-10-17,2,3,4649,,Internacional,Figueirense FC
2012,2012-10-27,2,1,9390,56000,Internacional,Palmeiras
2012,2012-05-20,2,1,5826,,Vasco da Gama,Grêmio
2012,2012-06-30,3,2,11082,,Vasco da Gama,Ponte Preta
2012,2012-07-15,1,0,9624,,Vasco da Gama,Atlético-GO
2012,2012-07-21,2,0,17222,,Vasco da Gama,Santos FC
2012,2012-09-01,2,0,4636,,Vasco da Gama,Portuguesa
2012,2012-09-12,3,1,3904,,Vasco da Gama,Palmeiras
2012,2012-09-29,3,1,8213,,Vasco da Gama,Figueirense FC
2012,2012-10-24,1,2,10744,,Vasco da Gama,Internacional
2012,2012-11-24,1,1,9416,,Vasco da Gama,Flamengo
2012,2012-09-12,2,0,6917,,Figueirense FC,Cruzeiro
2012,2012-06-10,2,0,16803,45000,Grêmio,Corinthians
2012,2012-08-19,4,0,18205,,Grêmio,Figueirense FC
2012,2012-09-05,2,1,21832,,Grêmio,Atlético-GO
2012,2012-07-07,3,0,20746,,Botafogo,EC Bahia
2012,2012-09-02,2,0,4241,,Botafogo,Coritiba FC
2012,2012-09-09,3,1,18348,46931,Botafogo,Náutico
2012,2012-10-27,4,0,11352,,Botafogo,Atlético-GO
2012,2012-11-25,2,3,4629,,Botafogo,Atlético-MG
2012,2012-05-26,3,3,19274,78838,Flamengo,Internacional
2012,2012-06-09,3,1,6142,,Flamengo,Coritiba FC
2012,2012-08-11,2,0,9308,,Flamengo,Náutico
2012,2012-06-10,3,2,12354,19800,Náutico,Botafogo
2012,2012-07-25,3,4,12663,19800,Náutico,Coritiba FC
2012,2012-08-15,3,0,14022,,Náutico,São Paulo
2012,2012-09-29,2,0,13149,,Náutico,Atlético-GO
2012,2012-11-04,3,0,15439,19800,Náutico,Internacional
2012,2012-07-22,3,0,7407,,Palmeiras,Náutico
2012,2012-09-29,3,0,29739,,Palmeiras,Ponte Preta
2012,2012-07-08,4,2,9402,,Santos FC,Grêmio
2012,2012-08-08,4,2,3215,,Santos FC,Cruzeiro
2012,2012-10-17,2,2,10553,,Santos FC,Atlético-MG
2012,2012-09-06,3,1,15874,,Fluminense,Santos FC
2012,2012-09-22,2,1,8038,,Fluminense,Náutico
2012,2012-07-08,3,1,21336,,São Paulo,Coritiba FC
2012,2012-07-29,4,1,35049,67428,São Paulo,Flamengo
2012,2012-08-18,3,0,9900,,São Paulo,Ponte Preta
2012,2012-10-06,3,0,34941,,São Paulo,Palmeiras
2012,2012-10-14,2,0,27641,,São Paulo,Figueirense FC
2012,2012-10-18,2,0,27098,67428,São Paulo,Atlético-GO
2012,2012-09-08,3,1,24850,37730,Corinthians,Grêmio
2012,2012-06-06,2,0,8959,,Coritiba FC,Portuguesa
2012,2012-07-01,2,3,12447,,Coritiba FC,Sport Recife
2012,2012-08-19,4,0,11739,,Coritiba FC,Cruzeiro
2012,2012-10-17,2,1,12174,37182,Coritiba FC,Náutico
2012,2012-09-02,2,1,20171,,Sport Recife,Santos FC
2012,2012-10-18,3,1,10280,,Sport Recife,Ponte Preta
2012,2012-05-20,2,0,19000,,Internacional,Coritiba FC
2012,2012-07-07,2,1,9349,,Internacional,Cruzeiro
2012,2012-09-02,4,1,12015,,Internacional,Flamengo
2012,2012-09-23,3,1,9052,,Internacional,EC Bahia
2012,2012-06-06,4,2,7541,,Vasco da Gama,Náutico
2012,2012-07-14,3,4,10303,,Figueirense FC,Atlético-MG
2012,2012-08-26,3,1,5145,19908,Figueirense FC,Coritiba FC
2012,2012-10-10,3,1,2600,,Figueirense FC,Atlético-GO
2012,2012-12-01,3,1,11641,,Santos FC,Palmeiras
2012,2012-12-02,3,1,22436,67428,São Paulo,Corinthians
2012,2012-11-10,5,1,22006,,Corinthians,Coritiba FC
2012,2012-06-23,5,1,16367,57483,Atlético-MG,Náutico
2012,2012-10-06,6,0,16952,,Atlético-MG,Figueirense FC
2012,2012-07-25,4,3,6236,,Atlético-GO,São Paulo
2023,2023-04-22,2,0,38598,,Fluminense,Athletico-PR
2023,2023-05-29,2,0,23708,,Botafogo,América-MG
2023,2023-07-16,0,0,41823,,Internacional,Palmeiras
2023,2023-07-16,2,0,17091,,Athletico-PR,EC Bahia
2023,2023-10-19,2,0,12685,,Goiás,São Paulo
2023,2023-12-03,1,0,29986,,Palmeiras,Fluminense
2023,2023-06-22,1,0,31013,47364,EC Bahia,Palmeiras
2023,2023-07-22,0,0,43716,47364,EC Bahia,Corinthians
2023,2023-08-20,4,0,38452,47364,EC Bahia,RB Bragantino
2023,2023-10-19,1,0,31385,47364,EC Bahia,Internacional
2023,2023-10-21,2,0,44761,47364,EC Bahia,Fortaleza
2023,2023-10-31,1,0,34319,47364,EC Bahia,Fluminense
2023,2023-08-06,1,0,0,24584,Vasco da Gama,Grêmio
2023,2023-10-07,0,0,20690,24584,Vasco da Gama,São Paulo
2023,2023-10-19,1,0,20255,24584,Vasco da Gama,Fortaleza
2023,2023-11-06,1,0,21043,24584,Vasco da Gama,Botafogo
2023,2023-11-11,1,0,7243,20502,Coritiba FC,Cruzeiro
2023,2023-05-28,2,0,34624,49205,Corinthians,Fluminense
2023,2023-09-03,0,0,44371,49205,Corinthians,Palmeiras
2023,2023-09-23,1,0,37543,49205,Corinthians,Botafogo
2023,2023-11-01,1,0,29870,49205,Corinthians,Athletico-PR
2023,2023-06-10,0,0,25512,40502,Coritiba FC,Santos
2023,2023-07-25,2,0,32872,40502,Coritiba FC,Fluminense
2023,2023-10-01,2,0,20992,40502,Coritiba FC,Athletico-PR
2023,2023-05-13,2,0,39040,82238,Fluminense,Cuiabá-MT
2023,2023-07-09,2,0,34166,82238,Fluminense,Internacional
2023,2023-07-16,0,0,62354,82238,Fluminense,Flamengo
2023,2023-07-29,1,0,34211,82238,Fluminense,Santos
2023,2023-09-21,1,0,28985,82238,Fluminense,Cruzeiro
2023,2023-11-23,1,0,44694,82238,Fluminense,São Paulo
2023,2023-09-03,1,0,10035,18238,Fluminense,Fortaleza
2023,2023-11-09,1,0,11948,20039,São Paulo,RB Bragantino
2023,2023-05-07,2,0,18218,46931,Botafogo,Atlético-MG
2023,2023-05-12,3,0,22388,46931,Botafogo,Corinthians
2023,2023-05-20,1,0,24732,46931,Botafogo,Fluminense
2023,2023-06-11,2,0,19291,46931,Botafogo,Fortaleza
2023,2023-07-02,2,0,38798,46931,Botafogo,Vasco da Gama
2023,2023-07-16,2,0,37036,46931,Botafogo,RB Bragantino
2023,2023-08-27,3,0,39610,46931,Botafogo,EC Bahia
2023,2023-12-03,0,0,15462,46931,Botafogo,Cruzeiro
2023,2023-04-23,1,0,21605,24927,Cruzeiro,Grêmio
2023,2023-04-22,3,0,41006,72039,São Paulo,América-MG
2023,2023-05-07,2,0,46093,72039,São Paulo,Internacional
2023,2023-07-01,1,0,49153,72039,São Paulo,Fluminense
2023,2023-07-30,0,0,56078,72039,São Paulo,EC Bahia
2023,2023-08-19,0,0,51946,72039,São Paulo,Botafogo
2023,2023-10-21,3,0,47132,72039,São Paulo,Grêmio
2023,2023-11-03,1,0,50570,72039,São Paulo,Cruzeiro
2023,2023-11-26,0,0,34252,72039,São Paulo,Cuiabá-MT
2023,2023-12-07,1,0,36618,72039,São Paulo,Flamengo
2023,2023-05-14,0,0,19598,60540,Grêmio,Fortaleza
2023,2023-07-23,1,0,37085,60540,Grêmio,Atlético-MG
2023,2023-08-28,3,0,24938,60540,Grêmio,Cruzeiro
2023,2023-09-03,2,0,39339,60540,Grêmio,Cuiabá-MT
